person_age,age_band,person_income,income_band,person_home_ownership,person_emp_length,employment_category,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,loan_to_income_pct,cb_person_default_on_file,cb_person_cred_hist_length,exposure_at_default,loss_given_default
22,Young_Adult,40000,Medium_Income,MORTGAGE,3,Junior_Employee,MEDICAL,B,6700,10.65,0,0.17,16.75,N,4,6700,0.60
24,Young_Adult,81996,High_Income,RENT,1,New_Employee,DEBTCONSOLIDATION,C,4000,12.53,0,0.05,4.88,N,4,4000,0.60
26,Adult,82000,High_Income,RENT,2,New_Employee,EDUCATION,C,4000,13.48,0,0.05,4.88,N,2,4000,0.60
26,Adult,34000,Medium_Income,MORTGAGE,5,Junior_Employee,EDUCATION,B,5500,10.65,1,0.16,16.18,N,3,5500,0.60
23,Young_Adult,92000,High_Income,RENT,2,New_Employee,EDUCATION,A,4000,5.42,0,0.04,4.35,N,2,4000,0.60
24,Young_Adult,93000,High_Income,RENT,8,Mid_Employee,MEDICAL,A,4000,5.42,0,0.04,4.30,N,2,4000,0.60
24,Young_Adult,95000,High_Income,RENT,0,New_Employee,EDUCATION,A,4000,7.9,0,0.04,4.21,N,4,4000,0.60
23,Young_Adult,95000,High_Income,RENT,7,Mid_Employee,EDUCATION,B,4000,11.49,0,0.04,4.21,N,3,4000,0.60
23,Young_Adult,40000,Medium_Income,OWN,1,New_Employee,VENTURE,B,15000,12.42,0,0.38,37.50,N,4,15000,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,3,Junior_Employee,EDUCATION,B,6400,9.91,0,0.16,16.00,N,4,6400,0.60
26,Adult,98000,High_Income,RENT,3,Junior_Employee,VENTURE,A,4000,9.32,0,0.04,4.08,N,2,4000,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,MEDICAL,A,7500,7.51,0,0.19,18.75,N,3,7500,0.60
23,Young_Adult,88000,High_Income,RENT,4,Junior_Employee,HOMEIMPROVEMENT,A,4000,7.14,1,0.05,4.55,N,4,4000,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,8,Mid_Employee,DEBTCONSOLIDATION,A,4500,6.62,0,0.11,11.25,N,3,4500,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,3,Junior_Employee,DEBTCONSOLIDATION,A,2000,7.9,0,0.05,5.00,N,2,2000,0.60
21,Young_Adult,40000,Medium_Income,OWN,0,New_Employee,EDUCATION,C,2500,14.27,0,0.06,6.25,N,2,2500,0.60
26,Adult,34000,Medium_Income,MORTGAGE,3,Junior_Employee,MEDICAL,D,4000,17.58,1,0.12,11.76,N,3,4000,0.60
26,Adult,130000,High_Income,RENT,0,New_Employee,EDUCATION,B,4000,10.99,0,0.03,3.08,N,3,4000,0.60
24,Young_Adult,118068,High_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,B,4000,10.51,1,0.03,3.39,N,3,4000,0.60
26,Adult,131000,High_Income,RENT,10,Mid_Employee,HOMEIMPROVEMENT,C,4000,12.84,0,0.03,3.05,Y,3,4000,0.60
21,Young_Adult,40000,Medium_Income,MORTGAGE,5,Junior_Employee,PERSONAL,A,5000,6.62,0,0.13,12.50,N,2,5000,0.60
26,Adult,158000,Very_High_Income,RENT,0,New_Employee,HOMEIMPROVEMENT,D,4000,14.84,1,0.03,2.53,N,3,4000,0.60
24,Young_Adult,15000,Low_Income,RENT,8,Mid_Employee,DEBTCONSOLIDATION,C,4200,13.11,1,0.28,28.00,Y,2,4200,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,VENTURE,B,10000,9.91,0,0.25,25.00,N,3,10000,0.60
23,Young_Adult,21600,Low_Income,RENT,0,New_Employee,PERSONAL,C,4200,15.23,0,0.19,19.44,N,4,4200,0.60
22,Young_Adult,22560,Low_Income,RENT,3,Junior_Employee,PERSONAL,D,4200,15.2,1,0.19,18.62,Y,4,4200,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,7,Mid_Employee,MEDICAL,A,4000,7.51,0,0.1,10.00,N,2,4000,0.60
25,Adult,24996,Low_Income,RENT,1,New_Employee,PERSONAL,C,4200,14.26,0,0.17,16.80,Y,2,4200,0.60
24,Young_Adult,26000,Low_Income,RENT,0,New_Employee,PERSONAL,E,4200,16,1,0.16,16.15,N,2,4200,0.60
26,Adult,30000,Medium_Income,RENT,3,Junior_Employee,PERSONAL,B,4200,9.91,0,0.14,14.00,N,4,4200,0.60
26,Adult,30000,Medium_Income,RENT,1,New_Employee,EDUCATION,D,4200,16.49,1,0.14,14.00,N,3,4200,0.60
25,Adult,30000,Medium_Income,RENT,3,Junior_Employee,MEDICAL,D,4200,15.99,0,0.14,14.00,N,3,4200,0.60
25,Adult,12000,Low_Income,RENT,3,Junior_Employee,DEBTCONSOLIDATION,C,4350,12.98,1,0.36,36.25,Y,4,4350,0.60
22,Young_Adult,22000,Low_Income,RENT,6,Mid_Employee,MEDICAL,C,4350,11.54,0,0.2,19.77,N,3,4350,0.60
23,Young_Adult,40000,Medium_Income,OWN,7,Mid_Employee,MEDICAL,A,5000,8.49,0,0.13,12.50,N,4,5000,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,3,Junior_Employee,VENTURE,B,4000,9.99,0,0.1,10.00,N,4,4000,0.60
26,Adult,40000,Medium_Income,MORTGAGE,3,Junior_Employee,MEDICAL,A,2200,8.49,0,0.06,5.50,N,3,2200,0.60
25,Adult,40000,Medium_Income,MORTGAGE,0,New_Employee,MEDICAL,A,3600,7.49,0,0.09,9.00,N,3,3600,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,7,Mid_Employee,PERSONAL,B,4000,10.99,0,0.1,10.00,N,4,4000,0.60
26,Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,HOMEIMPROVEMENT,B,6000,11.99,0,0.15,15.00,N,2,6000,0.60
26,Adult,15000,Low_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,B,4375,12.69,1,0.29,29.17,N,4,4375,0.60
24,Young_Adult,22044,Low_Income,RENT,3,Junior_Employee,HOMEIMPROVEMENT,E,4375,16.4,1,0.2,19.85,Y,3,4375,0.60
26,Adult,24480,Low_Income,RENT,0,New_Employee,MEDICAL,A,4375,5.79,0,0.18,17.87,N,4,4375,0.60
23,Young_Adult,50000,Medium_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,A,4375,8.49,0,0.09,8.75,N,2,4375,0.60
22,Young_Adult,14400,Low_Income,RENT,0,New_Employee,HOMEIMPROVEMENT,E,4400,19.91,1,0.31,30.56,N,4,4400,0.60
22,Young_Adult,19200,Low_Income,RENT,6,Mid_Employee,PERSONAL,B,4400,11.49,1,0.23,22.92,N,2,4400,0.60
21,Young_Adult,20000,Low_Income,RENT,3,Junior_Employee,PERSONAL,A,4400,6.91,0,0.22,22.00,N,4,4400,0.60
24,Young_Adult,25000,Low_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,A,4400,6.76,0,0.18,17.60,N,3,4400,0.60
21,Young_Adult,40000,Medium_Income,MORTGAGE,5,Junior_Employee,EDUCATION,C,2000,12.99,0,0.05,5.00,Y,4,2000,0.60
22,Young_Adult,32496,Medium_Income,RENT,5,Junior_Employee,PERSONAL,A,4400,8.49,0,0.14,13.54,N,4,4400,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,3,Junior_Employee,MEDICAL,A,5000,5.42,0,0.13,12.50,N,3,5000,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,7,Mid_Employee,EDUCATION,C,6000,14.79,0,0.15,15.00,N,2,6000,0.60
26,Adult,40000,Medium_Income,MORTGAGE,5,Junior_Employee,EDUCATION,A,7200,7.49,0,0.18,18.00,N,2,7200,0.60
22,Young_Adult,34000,Medium_Income,MORTGAGE,6,Mid_Employee,VENTURE,D,15000,15.99,1,0.44,44.12,Y,2,15000,0.60
23,Young_Adult,38000,Medium_Income,RENT,5,Junior_Employee,VENTURE,B,4400,11.71,0,0.12,11.58,N,2,4400,0.60
23,Young_Adult,43000,Medium_Income,RENT,7,Mid_Employee,MEDICAL,B,4400,11.99,1,0.1,10.23,N,4,4400,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,DEBTCONSOLIDATION,C,5000,12.99,0,0.13,12.50,Y,2,5000,0.60
24,Young_Adult,49000,Medium_Income,RENT,8,Mid_Employee,DEBTCONSOLIDATION,D,4400,16.77,1,0.09,8.98,Y,3,4400,0.60
22,Young_Adult,60000,Medium_Income,RENT,0,New_Employee,EDUCATION,C,4400,15.23,0,0.07,7.33,Y,3,4400,0.60
24,Young_Adult,80000,High_Income,RENT,7,Mid_Employee,EDUCATION,E,4400,19.03,0,0.06,5.50,Y,2,4400,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,7,Mid_Employee,VENTURE,B,13000,9.99,0,0.33,32.50,N,3,13000,0.60
26,Adult,95459,High_Income,RENT,10,Mid_Employee,DEBTCONSOLIDATION,C,4400,13.8,0,0.05,4.61,N,4,4400,0.60
24,Young_Adult,33600,Medium_Income,RENT,5,Junior_Employee,PERSONAL,B,4450,11.49,0,0.13,13.24,N,4,4450,0.60
24,Young_Adult,42200,Medium_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,A,4450,9.32,0,0.11,10.55,N,4,4450,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,5,Junior_Employee,PERSONAL,A,5400,7.42,0,0.14,13.50,N,2,5400,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,7,Mid_Employee,EDUCATION,A,14000,7.49,0,0.35,35.00,N,3,14000,0.60
22,Young_Adult,14400,Low_Income,RENT,0,New_Employee,EDUCATION,A,4500,7.88,1,0.31,31.25,N,4,4500,0.60
25,Adult,40000,Medium_Income,MORTGAGE,2,New_Employee,PERSONAL,B,4500,10.99,0,0.11,11.25,N,3,4500,0.60
25,Adult,40000,Medium_Income,MORTGAGE,9,Mid_Employee,DEBTCONSOLIDATION,C,3500,13.49,0,0.09,8.75,N,3,3500,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,3,Junior_Employee,VENTURE,B,3200,10.99,0,0.08,8.00,N,2,3200,0.60
23,Young_Adult,15600,Low_Income,RENT,1,New_Employee,VENTURE,A,4500,5.99,1,0.29,28.85,N,4,4500,0.60
25,Adult,15600,Low_Income,RENT,3,Junior_Employee,PERSONAL,A,4500,7.51,1,0.29,28.85,N,3,4500,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,3,Junior_Employee,DEBTCONSOLIDATION,B,7500,11.49,0,0.19,18.75,N,3,7500,0.60
24,Young_Adult,40000,Medium_Income,OWN,6,Mid_Employee,EDUCATION,A,2800,8.49,0,0.07,7.00,N,4,2800,0.60
25,Adult,40000,Medium_Income,OWN,0,New_Employee,MEDICAL,A,11000,8.49,0,0.28,27.50,N,2,11000,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,5,Junior_Employee,HOMEIMPROVEMENT,A,15000,7.49,0,0.38,37.50,N,2,15000,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,5,Junior_Employee,DEBTCONSOLIDATION,B,3000,11.99,0,0.07,7.50,N,4,3000,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,2,New_Employee,MEDICAL,B,2000,10.99,0,0.05,5.00,N,4,2000,0.60
21,Young_Adult,18000,Low_Income,RENT,2,New_Employee,PERSONAL,B,4500,10.38,1,0.25,25.00,N,2,4500,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,2,New_Employee,HOMEIMPROVEMENT,B,2500,9.99,0,0.06,6.25,N,2,2500,0.60
23,Young_Adult,18000,Low_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,B,4500,12.21,1,0.25,25.00,N,3,4500,0.60
24,Young_Adult,18200,Low_Income,RENT,8,Mid_Employee,EDUCATION,A,4500,8.94,1,0.25,24.73,N,2,4500,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,DEBTCONSOLIDATION,A,10000,5.79,0,0.25,25.00,N,4,10000,0.60
25,Adult,18204,Low_Income,RENT,0,New_Employee,EDUCATION,C,4500,13.61,1,0.25,24.72,N,2,4500,0.60
26,Adult,40000,Medium_Income,OWN,0,New_Employee,MEDICAL,B,4300,10.74,0,0.11,10.75,N,2,4300,0.60
21,Young_Adult,20000,Low_Income,RENT,5,Junior_Employee,PERSONAL,C,4500,13.49,0,0.23,22.50,N,2,4500,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,9,Mid_Employee,MEDICAL,B,2125,11.11,0,0.05,5.31,N,4,2125,0.60
21,Young_Adult,20004,Low_Income,RENT,4,Junior_Employee,MEDICAL,A,4500,8,0,0.22,22.50,N,2,4500,0.60
21,Young_Adult,20400,Low_Income,RENT,2,New_Employee,PERSONAL,B,4500,10.99,0,0.22,22.06,N,2,4500,0.60
25,Adult,21000,Low_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,B,4500,9.62,0,0.21,21.43,N,4,4500,0.60
25,Adult,21000,Low_Income,RENT,2,New_Employee,EDUCATION,E,4500,16.45,1,0.21,21.43,Y,4,4500,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,7,Mid_Employee,PERSONAL,A,10850,7.66,0,0.27,27.13,N,4,10850,0.60
23,Young_Adult,21600,Low_Income,RENT,1,New_Employee,EDUCATION,D,4500,15.65,1,0.21,20.83,N,2,4500,0.60
23,Young_Adult,23421,Low_Income,RENT,3,Junior_Employee,MEDICAL,E,4500,17.99,1,0.19,19.21,Y,3,4500,0.60
23,Young_Adult,34000,Medium_Income,MORTGAGE,0,New_Employee,EDUCATION,C,4000,14.17,1,0.12,11.76,N,2,4000,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,PERSONAL,B,7200,11.11,0,0.18,18.00,N,2,7200,0.60
21,Young_Adult,23916,Low_Income,RENT,2,New_Employee,EDUCATION,B,4500,9.62,0,0.19,18.82,N,4,4500,0.60
26,Adult,24000,Low_Income,RENT,10,Mid_Employee,MEDICAL,B,4500,12.42,0,0.19,18.75,N,4,4500,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,DEBTCONSOLIDATION,B,5000,11.11,0,0.13,12.50,N,2,5000,0.60
26,Adult,24000,Low_Income,RENT,5,Junior_Employee,VENTURE,A,4500,5.79,0,0.19,18.75,N,3,4500,0.60
22,Young_Adult,24000,Low_Income,RENT,0,New_Employee,EDUCATION,B,4500,11.49,0,0.19,18.75,N,2,4500,0.60
25,Adult,40000,Medium_Income,MORTGAGE,1,New_Employee,HOMEIMPROVEMENT,A,4000,7.29,0,0.1,10.00,N,2,4000,0.60
22,Young_Adult,24500,Low_Income,RENT,3,Junior_Employee,DEBTCONSOLIDATION,A,4500,8.94,0,0.18,18.37,N,2,4500,0.60
23,Young_Adult,25596,Low_Income,RENT,2,New_Employee,MEDICAL,B,4500,9.99,0,0.18,17.58,N,4,4500,0.60
23,Young_Adult,26000,Low_Income,RENT,3,Junior_Employee,MEDICAL,A,4500,8.49,1,0.17,17.31,N,2,4500,0.60
25,Adult,30996,Medium_Income,RENT,9,Mid_Employee,VENTURE,A,4500,6.92,0,0.15,14.52,N,3,4500,0.60
23,Young_Adult,32400,Medium_Income,RENT,4,Junior_Employee,EDUCATION,A,4500,7.49,0,0.14,13.89,N,4,4500,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,1,New_Employee,EDUCATION,A,4800,5.42,0,0.12,12.00,N,2,4800,0.60
22,Young_Adult,33000,Medium_Income,RENT,2,New_Employee,PERSONAL,A,4500,7.88,0,0.14,13.64,N,3,4500,0.60
23,Young_Adult,33000,Medium_Income,RENT,1,New_Employee,DEBTCONSOLIDATION,D,4500,15.05,1,0.14,13.64,N,4,4500,0.60
21,Young_Adult,40000,Medium_Income,MORTGAGE,3,Junior_Employee,DEBTCONSOLIDATION,A,8000,6.92,0,0.2,20.00,N,4,8000,0.60
22,Young_Adult,35000,Medium_Income,RENT,2,New_Employee,VENTURE,C,4500,14.27,0,0.13,12.86,Y,2,4500,0.60
23,Young_Adult,35000,Medium_Income,RENT,5,Junior_Employee,PERSONAL,B,4500,10.59,0,0.13,12.86,N,2,4500,0.60
24,Young_Adult,35000,Medium_Income,RENT,1,New_Employee,MEDICAL,C,4500,12.87,0,0.13,12.86,Y,3,4500,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,5,Junior_Employee,MEDICAL,B,8000,10.74,0,0.2,20.00,N,3,8000,0.60
21,Young_Adult,36000,Medium_Income,RENT,0,New_Employee,EDUCATION,A,4500,6.62,0,0.13,12.50,N,2,4500,0.60
26,Adult,34000,Medium_Income,MORTGAGE,4,Junior_Employee,PERSONAL,A,12250,6.91,1,0.36,36.03,N,4,12250,0.60
22,Young_Adult,36000,Medium_Income,RENT,5,Junior_Employee,EDUCATION,A,4500,6.17,0,0.13,12.50,N,3,4500,0.60
24,Young_Adult,36000,Medium_Income,RENT,5,Junior_Employee,VENTURE,A,4500,7.14,0,0.13,12.50,N,4,4500,0.60
22,Young_Adult,40000,Medium_Income,OWN,5,Junior_Employee,MEDICAL,B,6000,9.25,0,0.15,15.00,N,3,6000,0.60
22,Young_Adult,37342,Medium_Income,RENT,3,Junior_Employee,VENTURE,C,4500,11.03,0,0.12,12.05,Y,2,4500,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,2,New_Employee,MEDICAL,B,7000,8.88,0,0.17,17.50,N,3,7000,0.60
24,Young_Adult,37500,Medium_Income,RENT,0,New_Employee,PERSONAL,A,4500,5.42,0,0.12,12.00,N,4,4500,0.60
24,Young_Adult,40000,Medium_Income,OWN,0,New_Employee,PERSONAL,A,6900,6.91,0,0.17,17.25,N,3,6900,0.60
22,Young_Adult,32000,Medium_Income,RENT,5,Junior_Employee,MEDICAL,A,4500,9.63,1,0.14,14.06,N,2,4500,0.60
24,Young_Adult,38000,Medium_Income,RENT,8,Mid_Employee,MEDICAL,B,4500,10.83,0,0.12,11.84,N,2,4500,0.60
23,Young_Adult,38004,Medium_Income,RENT,2,New_Employee,EDUCATION,A,4500,7.88,0,0.12,11.84,N,2,4500,0.60
24,Young_Adult,34000,Medium_Income,MORTGAGE,1,New_Employee,DEBTCONSOLIDATION,D,7000,14.09,1,0.21,20.59,N,2,7000,0.60
24,Young_Adult,39000,Medium_Income,RENT,2,New_Employee,VENTURE,B,4500,10.99,0,0.12,11.54,N,4,4500,0.60
22,Young_Adult,39996,Medium_Income,RENT,2,New_Employee,EDUCATION,C,4500,13.43,0,0.11,11.25,N,4,4500,0.60
22,Young_Adult,40000,Medium_Income,RENT,6,Mid_Employee,EDUCATION,A,4500,7.66,0,0.11,11.25,N,3,4500,0.60
26,Adult,40000,Medium_Income,RENT,0,New_Employee,MEDICAL,A,4500,7.74,0,0.11,11.25,N,2,4500,0.60
25,Adult,40000,Medium_Income,OWN,3,Junior_Employee,EDUCATION,D,12000,14.83,0,0.3,30.00,N,4,12000,0.60
24,Young_Adult,40000,Medium_Income,RENT,8,Mid_Employee,MEDICAL,C,4500,12.84,0,0.11,11.25,N,3,4500,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,VENTURE,B,4000,10.36,0,0.1,10.00,N,4,4000,0.60
24,Young_Adult,34068,Medium_Income,RENT,2,New_Employee,EDUCATION,D,4500,14.84,1,0.13,13.21,N,3,4500,0.60
23,Young_Adult,41000,Medium_Income,RENT,6,Mid_Employee,PERSONAL,C,4500,12.99,0,0.11,10.98,N,4,4500,0.60
25,Adult,40000,Medium_Income,MORTGAGE,6,Mid_Employee,MEDICAL,C,5000,12.61,0,0.13,12.50,Y,4,5000,0.60
21,Young_Adult,36000,Medium_Income,RENT,1,New_Employee,VENTURE,D,4500,17.27,1,0.13,12.50,N,2,4500,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,4,Junior_Employee,MEDICAL,B,3500,8.88,0,0.09,8.75,N,2,3500,0.60
26,Adult,40000,Medium_Income,MORTGAGE,10,Mid_Employee,HOMEIMPROVEMENT,A,5300,5.42,0,0.13,13.25,N,2,5300,0.60
21,Young_Adult,42000,Medium_Income,RENT,4,Junior_Employee,DEBTCONSOLIDATION,A,4500,6.03,0,0.11,10.71,N,4,4500,0.60
22,Young_Adult,42000,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,B,4500,11.49,0,0.11,10.71,N,4,4500,0.60
21,Young_Adult,40000,Medium_Income,MORTGAGE,3,Junior_Employee,DEBTCONSOLIDATION,A,6000,5.79,0,0.15,15.00,N,3,6000,0.60
26,Adult,42000,Medium_Income,RENT,3,Junior_Employee,PERSONAL,A,4500,7.66,0,0.11,10.71,N,2,4500,0.60
25,Adult,43500,Medium_Income,RENT,0,New_Employee,MEDICAL,A,4500,6.76,0,0.1,10.34,N,2,4500,0.60
25,Adult,43738,Medium_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,A,4500,5.99,0,0.1,10.29,N,3,4500,0.60
26,Adult,44004,Medium_Income,RENT,2,New_Employee,MEDICAL,A,4500,7.74,0,0.1,10.23,N,3,4500,0.60
23,Young_Adult,45000,Medium_Income,RENT,0,New_Employee,VENTURE,B,4500,9.25,0,0.1,10.00,N,4,4500,0.60
21,Young_Adult,41000,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,C,4500,13.49,1,0.11,10.98,N,3,4500,0.60
26,Adult,48000,Medium_Income,RENT,10,Mid_Employee,DEBTCONSOLIDATION,B,4500,11.11,0,0.09,9.38,N,4,4500,0.60
23,Young_Adult,48500,Medium_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,B,4500,12.21,0,0.09,9.28,N,4,4500,0.60
22,Young_Adult,44000,Medium_Income,RENT,3,Junior_Employee,PERSONAL,A,4500,5.79,1,0.1,10.23,N,3,4500,0.60
21,Young_Adult,40000,Medium_Income,MORTGAGE,3,Junior_Employee,MEDICAL,A,2500,6.76,0,0.06,6.25,N,4,2500,0.60
24,Young_Adult,40000,Medium_Income,OWN,6,Mid_Employee,VENTURE,A,1000,6.76,0,0.03,2.50,N,3,1000,0.60
23,Young_Adult,52800,Medium_Income,RENT,3,Junior_Employee,EDUCATION,A,4500,6.76,0,0.09,8.52,N,4,4500,0.60
24,Young_Adult,54100,Medium_Income,RENT,5,Junior_Employee,PERSONAL,A,4500,7.14,0,0.08,8.32,N,4,4500,0.60
26,Adult,40000,Medium_Income,OWN,0,New_Employee,HOMEIMPROVEMENT,B,10000,11.86,0,0.25,25.00,N,4,10000,0.60
22,Young_Adult,48300,Medium_Income,RENT,0,New_Employee,HOMEIMPROVEMENT,B,4500,9.76,1,0.09,9.32,N,2,4500,0.60
22,Young_Adult,34000,Medium_Income,MORTGAGE,4,Junior_Employee,PERSONAL,D,7750,15.21,1,0.23,22.79,N,2,7750,0.60
23,Young_Adult,40000,Medium_Income,MORTGAGE,1,New_Employee,PERSONAL,A,4000,7.14,0,0.1,10.00,N,3,4000,0.60
24,Young_Adult,40000,Medium_Income,OWN,4,Junior_Employee,PERSONAL,C,2000,14.35,0,0.05,5.00,N,2,2000,0.60
24,Young_Adult,55000,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,A,4500,7.9,0,0.08,8.18,N,2,4500,0.60
23,Young_Adult,55000,Medium_Income,RENT,4,Junior_Employee,VENTURE,A,4500,8.49,0,0.08,8.18,N,3,4500,0.60
22,Young_Adult,55000,Medium_Income,RENT,4,Junior_Employee,DEBTCONSOLIDATION,A,4500,6.76,0,0.08,8.18,N,4,4500,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,2,New_Employee,VENTURE,C,15250,13.98,0,0.38,38.13,Y,2,15250,0.60
26,Adult,58947,Medium_Income,RENT,10,Mid_Employee,MEDICAL,A,4500,6.03,0,0.08,7.63,N,2,4500,0.60
23,Young_Adult,59000,Medium_Income,RENT,3,Junior_Employee,MEDICAL,C,4500,12.68,0,0.08,7.63,Y,3,4500,0.60
25,Adult,40000,Medium_Income,OWN,0,New_Employee,EDUCATION,B,8000,10.38,0,0.2,20.00,N,4,8000,0.60
23,Young_Adult,54000,Medium_Income,RENT,5,Junior_Employee,HOMEIMPROVEMENT,A,4500,8.49,1,0.08,8.33,N,2,4500,0.60
23,Young_Adult,62000,Medium_Income,RENT,7,Mid_Employee,VENTURE,B,4500,12.42,0,0.07,7.26,N,2,4500,0.60
22,Young_Adult,40000,Medium_Income,MORTGAGE,2,New_Employee,PERSONAL,A,8100,7.14,0,0.2,20.25,N,3,8100,0.60
25,Adult,60000,Medium_Income,RENT,9,Mid_Employee,HOMEIMPROVEMENT,B,4500,10.99,1,0.07,7.50,N,2,4500,0.60
24,Young_Adult,74000,High_Income,RENT,0,New_Employee,PERSONAL,B,4500,12.18,0,0.06,6.08,N,4,4500,0.60
25,Adult,78996,High_Income,RENT,9,Mid_Employee,EDUCATION,A,4500,8.63,0,0.06,5.70,N,2,4500,0.60
25,Adult,80000,High_Income,RENT,8,Mid_Employee,VENTURE,C,4500,13.06,0,0.06,5.63,N,2,4500,0.60
25,Adult,82560,High_Income,RENT,6,Mid_Employee,DEBTCONSOLIDATION,A,4500,7.42,0,0.05,5.45,N,3,4500,0.60
25,Adult,84000,High_Income,RENT,0,New_Employee,HOMEIMPROVEMENT,B,4500,12.18,0,0.05,5.36,N,2,4500,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,3,Junior_Employee,VENTURE,B,10500,11.36,0,0.26,26.25,N,4,10500,0.60
24,Young_Adult,40000,Medium_Income,MORTGAGE,8,Mid_Employee,PERSONAL,B,10000,9.88,0,0.25,25.00,N,2,10000,0.60
21,Young_Adult,40000,Medium_Income,OWN,6,Mid_Employee,VENTURE,B,5600,10.25,0,0.14,14.00,N,3,5600,0.60
25,Adult,138000,High_Income,RENT,1,New_Employee,EDUCATION,C,4500,13.43,0,0.03,3.26,N,3,4500,0.60
23,Young_Adult,20664,Low_Income,RENT,4,Junior_Employee,EDUCATION,C,4550,13.72,0,0.22,22.02,Y,3,4550,0.60
21,Young_Adult,34000,Medium_Income,MORTGAGE,5,Junior_Employee,EDUCATION,B,10000,10.62,1,0.29,29.41,N,2,10000,0.60
22,Young_Adult,29976,Low_Income,RENT,6,Mid_Employee,DEBTCONSOLIDATION,C,4550,12.84,0,0.15,15.18,N,3,4550,0.60
23,Young_Adult,42000,Medium_Income,RENT,2,New_Employee,EDUCATION,C,4550,15.23,0,0.11,10.83,N,4,4550,0.60
26,Adult,130000,High_Income,RENT,0,New_Employee,HOMEIMPROVEMENT,C,4550,13.57,0,0.04,3.50,Y,2,4550,0.60
21,Young_Adult,24000,Low_Income,RENT,0,New_Employee,EDUCATION,C,4600,13.99,0,0.19,19.17,Y,2,4600,0.60
23,Young_Adult,27864,Low_Income,RENT,0,New_Employee,MEDICAL,A,4600,6.03,0,0.17,16.51,N,3,4600,0.60
26,Adult,40000,Medium_Income,MORTGAGE,5,Junior_Employee,MEDICAL,B,6000,10.62,0,0.15,15.00,N,4,6000,0.60
23,Young_Adult,33000,Medium_Income,RENT,0,New_Employee,EDUCATION,B,4600,11.71,0,0.14,13.94,N,3,4600,0.60
23,Young_Adult,40000,Medium_Income,RENT,1,New_Employee,VENTURE,B,4600,10.59,0,0.12,11.50,N,3,4600,0.60
25,Adult,40000,Medium_Income,MORTGAGE,8,Mid_Employee,DEBTCONSOLIDATION,A,10000,7.14,0,0.25,25.00,N,4,10000,0.60
21,Young_Adult,40000,Medium_Income,MORTGAGE,5,Junior_Employee,MEDICAL,A,9000,7.51,0,0.23,22.50,N,4,9000,0.60
26,Adult,44000,Medium_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,C,4600,13.99,1,0.1,10.45,N,4,4600,0.60
